ip-10-0-0-225: udbd-10010 stopped.
ip-10-0-0-225: Starting udbd-10010.
ip-10-0-0-225: udbd-10010 (16838) started.
"userid","ptime","articleid","price","refid"
"6345",1409605268,34,2.4399999999999999,34
"6345",1409742635,43,2.6899999999999999,23
"6345",1409975185,46,2.8900000000000001,0
"6345",1409993380,37,1.6699999999999999,46
"6345",1410010175,2,1.6100000000000001,34
"6345",1410182074,12,1.03,21
"6345",1410447266,40,1.79,48
"6345",1410477575,42,3.3999999999999999,27
"6345",1410499632,23,1.8300000000000001,37
"6345",1410533706,33,1.24,5
"6345",1410676208,13,1.26,15
"6345",1410676714,41,1.1200000000000001,13
"6345",1410716961,35,1.1399999999999999,50
"6345",1410963300,11,1.01,6
"6345",1411096409,6,2.3799999999999999,0
"6345",1411116517,5,1.1200000000000001,8
"6345",1411484135,50,1.75,26
"6345",1411508469,41,2.3999999999999999,3
"6345",1411671755,3,1.4399999999999999,8
"491",1409567914,22,1.26,43
"491",1409569807,35,1.46,22
"491",1409573926,46,1.4099999999999999,20
"491",1410160079,39,3.6200000000000001,19
"491",1410166157,4,1.3899999999999999,39
"491",1411203839,36,2.2999999999999998,33
"491",1411362118,26,2.6299999999999999,43
"491",1411429727,10,1.6100000000000001,11
"7168",1409568193,25,1.52,11
"7168",1409587853,22,1.26,20
"7168",1409805788,32,2.5499999999999998,0
"7168",1409895662,14,2.4100000000000001,23
"7168",1409913593,1,2.4500000000000002,45
"7168",1410494644,50,2.8399999999999999,0
"7168",1410531859,17,1.6899999999999999,23
"7168",1410537531,8,2.2599999999999998,25
"7168",1410621418,39,1.5700000000000001,44
"7168",1410634857,7,3.1299999999999999,36
"7168",1411146296,21,1.6200000000000001,48
"9832",1409568372,10,1.73,34
"9832",1410610532,18,3.8500000000000001,31
"9832",1411107405,40,1.27,0
"9832",1411116677,35,2.27,39
"9832",1411121010,50,1.5,34
"9832",1411608328,33,2.29,0
"9832",1411616151,15,1.6200000000000001,32
"9832",1411668029,47,1.02,50
"4236",1409568456,46,1.4099999999999999,41
"4236",1409571487,7,2.3199999999999998,46
"4236",1409574730,10,1.73,7
"4236",1409591464,29,4.1799999999999997,10
"4236",1409594936,1,3.0600000000000001,29
"4236",1409607526,39,4.4199999999999999,1
"4236",1409962466,32,1.54,0
"4236",1409976822,16,1.1499999999999999,1
"4236",1409981371,30,2.25,16
"4236",1410005124,26,3.3999999999999999,15
"4236",1410134539,25,1.8899999999999999,0
"4236",1410182109,41,2.3199999999999998,35
"4236",1410402956,20,3.6699999999999999,0
"4236",1410410279,33,3.6899999999999999,20
"4236",1410448633,34,1.7,30
"4236",1410500664,42,1.0900000000000001,41
"4236",1410962756,49,4.0700000000000003,14
"4236",1411052320,45,1.8999999999999999,48
"4236",1411355761,11,1.1200000000000001,13
"4236",1411390159,26,2.6299999999999999,3
"4236",1411390632,13,3.5699999999999998,25
"4236",1411552982,51,2.7400000000000002,32
"4236",1411565657,42,1.0800000000000001,17
"4236",1411957015,29,1.4399999999999999,0
"4236",1412064413,47,2,8
"4236",1412092957,19,1.75,42
"9922",1409568577,6,2.8500000000000001,50
"9922",1409615912,28,1.4299999999999999,6
"9922",1411335745,43,1.28,40
"9922",1411432918,47,1.52,0
"9922",1411520039,42,1.0800000000000001,0
"4243",1409568652,19,1.5,8
"1875",1409568788,8,2.02,40
"1875",1410448529,30,2.8599999999999999,27
"1875",1410450415,35,4.6699999999999999,30
"1875",1410451695,1,1.05,35
"1875",1410573915,20,1.8899999999999999,0
"1875",1411030531,9,2.4700000000000002,0
"1875",1411082909,42,1.5800000000000001,46
"1875",1411435308,36,3.6400000000000001,31
"1875",1411597283,27,3.3799999999999999,6
"1875",1411930298,12,1.9199999999999999,28
"1875",1411964586,20,2.4700000000000002,0
"5747",1409569158,1,3.0600000000000001,0
"5747",1409591834,17,1.01,27
"5747",1409596206,13,2.2599999999999998,17
"5747",1410394051,40,1.79,0
"5747",1410463962,45,1.98,3
"5747",1411269425,50,2.8500000000000001,35
"5747",1411315195,49,2,38
"5747",1411532919,52,3.73,45
"5747",1411561297,21,2.21,51
"5747",1412105499,6,2.27,24
"68",1409569214,1,3.0600000000000001,13
"68",1409570263,8,2.02,1
"68",1410095330,47,1.99,20
"68",1410129297,31,2.04,39
"68",1410426018,27,1.6699999999999999,13
"68",1410472244,34,1.7,3
"68",1411621047,42,1.46,0
"68",1411658525,9,1.2,20
"68",1411661802,30,1.45,8
"68",1411672309,9,1.2,29
"7872",1409569221,46,1.4099999999999999,7
"7872",1409581279,1,3.0600000000000001,46
"7872",1409594289,21,2.8500000000000001,40
"7872",1410246385,12,1.4199999999999999,41
"7872",1410246996,6,2.02,12
"7872",1410289689,2,1.46,5
"7872",1410350296,28,4.3700000000000001,15
"7872",1410373239,16,1.3,47
"7872",1410539117,49,1.04,23
"7872",1411321344,26,3.0499999999999998,42
"1694",1409569243,42,1.52,11
"1694",1409584603,17,1.01,36
"1694",1409716414,7,1.73,8
"1694",1409737666,32,1.01,7
"1694",1409966217,12,3.7200000000000002,0
"1694",1409997990,11,1.98,12
"1694",1410070331,29,1.8,1
"1694",1410672149,9,3.1299999999999999,0
"1694",1410697354,13,1.26,18
"1694",1410734005,39,1.0600000000000001,1
"1694",1410880762,42,1.28,3
"1694",1411096398,29,1.47,49
"1694",1411105084,26,1.6399999999999999,2
"1694",1411308741,16,1.05,16
"1694",1411342964,39,1.1100000000000001,19
"1694",1411373013,10,1.6100000000000001,13
"1694",1411388622,33,1.4199999999999999,11
"1694",1411398626,8,1.8300000000000001,10
"1694",1411858363,29,1.8700000000000001,19
"1694",1411874491,38,1.25,0
"1694",1411954700,45,3.23,0
"1694",1411959775,52,1.5900000000000001,44
"1694",1411974925,49,3.4399999999999999,7
"1694",1412019930,29,1.4399999999999999,17
"1116",1409569286,13,2.2599999999999998,5
"1116",1409571994,38,2.4100000000000001,13
"1116",1409616802,22,2.1400000000000001,0
"1116",1409655853,16,2.1499999999999999,21
"1116",1410321064,8,1.23,5
"1116",1410322297,45,2.46,8
"1116",1410372898,27,1.9299999999999999,32
"1116",1410926315,34,1.8100000000000001,0
"1116",1410949990,13,1.22,45
"1116",1410967019,34,1.8100000000000001,12
"1116",1410971346,12,2.0600000000000001,33
"1116",1411519613,49,4.29,0
"1116",1411538421,36,2.6099999999999999,48
"1116",1411589881,36,2.6099999999999999,2
"2625",1409569346,17,1.01,37
"2625",1409586326,41,2.8199999999999998,48
"2625",1409586437,4,1.3600000000000001,41
"2625",1411916731,39,1.2,20
"1306",1409569354,2,2.9199999999999999,15
"1306",1409600826,42,1.52,1
"1306",1409613315,19,1.5,42
"1306",1409933544,43,1.1499999999999999,9
"1306",1410341432,8,1.23,31
"1306",1410343359,49,1.1699999999999999,8
"1306",1410554740,44,1.6200000000000001,4
"1306",1411215853,29,1.25,19
"1306",1411888517,7,1.28,0
"3494",1409569422,21,2.8500000000000001,0
"3494",1409577103,10,1.73,15
"3494",1409586331,28,1.4299999999999999,19
"3494",1409608122,4,1.3600000000000001,10
"3494",1410014295,36,2.96,13
"3494",1410067115,6,1.0700000000000001,26
"3494",1410106869,8,1.3600000000000001,13
"3494",1410489139,42,1.0900000000000001,0
"3494",1410526382,50,2.8399999999999999,40
"3494",1410539776,35,5.8200000000000003,40
"3494",1411429492,24,1.49,34
"3494",1411695625,21,1.25,0
"3494",1411712513,51,2.5899999999999999,47
"8998",1409569439,10,1.73,21
"8998",1409580248,25,1.52,10
"8998",1409596471,8,2.02,8
"8998",1409728687,12,2.6299999999999999,4
"8998",1409734454,24,1.3999999999999999,12
"8998",1409769651,40,1.3999999999999999,24
"8998",1409813756,4,1.0600000000000001,38
"8998",1409859584,7,4.4400000000000004,23
"8998",1410351436,18,1.8700000000000001,29
"8998",1411289116,36,1.3400000000000001,39
"8998",1411325480,24,1.79,7
"8998",1411751957,48,2.3300000000000001,30
"5810",1409569491,28,1.4299999999999999,34
"5810",1409928577,26,2.25,38
"5810",1411115423,29,1.47,2
"5810",1411195136,27,1.45,22
"8994",1409569626,20,2.52,21
"8994",1409578164,35,1.46,20
"8994",1410673063,15,2.5299999999999998,42
"8994",1410732663,12,2.21,3
"8994",1411046455,15,1.25,17
"8994",1411073054,30,2.0099999999999998,16
"8994",1411214669,10,2.23,42
"8994",1411218982,43,2.3799999999999999,5
"1575",1409569681,35,1.46,7
"1575",1409613790,7,2.3199999999999998,24
"1575",1410394164,8,2.1000000000000001,0
"1575",1410571472,21,2.9100000000000001,0
"1575",1410585896,15,1.4399999999999999,44
"1575",1410588443,20,1.8899999999999999,15
"1575",1410595432,43,2.4300000000000002,20
"1575",1411121013,50,1.5,20
"1575",1411355034,24,1.49,31
"1575",1411524029,4,2.48,0
"1575",1411535979,47,1.3600000000000001,6
"1575",1411603352,35,1.1399999999999999,0
"1575",1411609292,47,1.02,34
"1575",1411612217,38,2.8599999999999999,46
"1575",1411620233,33,2.29,37
"1575",1411646866,20,2.5699999999999998,6
"1575",1411688804,43,1.6399999999999999,19
"1074",1409569701,4,1.3600000000000001,8
"1074",1410064650,24,2.0600000000000001,22
"1074",1410084135,37,1.3700000000000001,42
"1074",1410110755,18,2.2799999999999998,39
"1074",1410130032,45,1.1000000000000001,18
"1074",1410151878,9,1.25,0
"1074",1410206849,20,3.3199999999999998,30
"1074",1410215826,8,1.3999999999999999,11
"1074",1410653836,39,1.0600000000000001,0
"1074",1410653874,38,3.0499999999999998,39
"1074",1410686049,19,2.3900000000000001,29
"5734",1409569734,42,1.52,37
"5734",1410193071,8,1.3999999999999999,20
"5734",1410243967,6,2.02,44
"5734",1410488147,36,3.96,29
"5734",1410513824,49,1.04,11
"5734",1410574775,14,1.8899999999999999,0
"5734",1410595580,20,1.8899999999999999,35
"5734",1410774406,52,2.4300000000000002,13
"5734",1410782312,24,2.9500000000000002,51
"5734",1410782837,46,3.6600000000000001,23
"5734",1410816269,12,1.28,22
"5734",1411404360,48,1.1200000000000001,46
"5734",1411417945,39,3.5299999999999998,8
"5734",1411809570,11,1.0800000000000001,11
"5734",1412079208,15,2.04,18
"2382",1409569845,25,1.52,46
"2382",1410434881,44,1.55,17
"2382",1410451231,10,2.4100000000000001,17
"2382",1410462893,32,1.4199999999999999,10
"2382",1410526577,23,1.8300000000000001,39
"2382",1410562749,9,1.45,40
"8345",1409569880,38,2.4100000000000001,32
"8345",1409584508,43,4.4100000000000001,38
"8345",1409771427,17,3.8399999999999999,0
"8345",1409778514,39,1.49,17
"8345",1410171322,12,1.03,24
"8345",1410174763,22,1.47,12
"8345",1410206360,37,2.5600000000000001,22
"8345",1410289164,2,1.46,34
"8345",1410336515,18,1.8700000000000001,33
"8345",1410664512,4,1.6200000000000001,0
"8345",1410750919,49,2.1200000000000001,0
"8345",1410950548,11,1.01,19
"8345",1411453072,13,2.8500000000000001,0
"8345",1411515254,18,2.02,33
"8345",1411665454,38,2.8599999999999999,1
"8345",1411790981,3,2.0800000000000001,0
"3753",1409570018,46,1.4099999999999999,5
"3753",1409600080,7,2.3199999999999998,22
"3753",1409606259,25,1.52,7
"3753",1409718733,49,1.8899999999999999,37
"3753",1410823506,33,3.8999999999999999,38
"3753",1410973474,11,1.01,48
"3753",1410991288,47,2.1200000000000001,10
"4634",1409570104,25,1.52,0
"7231",1409570490,34,2.4399999999999999,23
"7231",1411113296,21,1.6200000000000001,26
"7231",1411171041,16,1.03,49
"5427",1409570546,8,2.02,15
"5427",1409719815,49,1.8899999999999999,4
"5427",1411089786,44,3.5,0
"5427",1411167394,16,1.03,17
"5427",1411269358,26,3.0499999999999998,0
"5427",1411318426,3,2.8700000000000001,49
"5427",1411692355,37,2.9300000000000002,10
"5427",1411777616,23,1.4099999999999999,0
"2948",1409570594,4,1.3600000000000001,19
"2948",1409598302,22,1.26,5
"2948",1410753732,3,1.1200000000000001,19
"2948",1411292753,8,2.3900000000000001,11
"2948",1411332253,43,1.28,46
"2948",1411951287,29,1.4399999999999999,0
"2948",1412013228,43,1.1799999999999999,25
"8430",1409570664,25,1.52,48
"8430",1410308051,42,1.27,0
"8430",1410345986,19,3.7599999999999998,32
"8430",1411502336,38,1.8700000000000001,13
"8430",1411547750,47,1.3600000000000001,38
"8430",1411570752,47,1.3600000000000001,46
"8430",1411589025,18,4.5300000000000002,42
"545",1409570735,12,4.1600000000000001,3
"545",1409574488,17,1.01,38
"545",1410550561,49,1.04,18
"332",1409570748,6,2.8500000000000001,27
"332",1410506531,17,1.6899999999999999,3
"332",1410590955,11,1.02,5
"332",1410593606,43,2.4300000000000002,11
"332",1410600910,7,3.1299999999999999,38
"332",1411036398,37,2.1099999999999999,25
"332",1411067852,17,1.6100000000000001,26
"332",1411071308,42,1.5800000000000001,46
"332",1411274964,46,1.3500000000000001,0
"332",1411294437,32,2.77,18
"332",1411454057,17,1.95,16
"332",1411469995,22,3.73,34
"332",1411504382,50,1.75,21
"332",1411505731,37,3.9700000000000002,49
"332",1412036365,12,1.55,0
"332",1412071517,7,1.0600000000000001,50
"9242",1409570881,11,2.79,49
"9242",1409587248,38,2.4100000000000001,11
"9242",1409608267,34,2.4399999999999999,32
"9242",1410051505,47,1.99,16
"9242",1410067842,6,1.0700000000000001,40
"9242",1410093939,25,2.1200000000000001,20
"9242",1410117582,15,1.8100000000000001,49
"9242",1410200837,17,4.8899999999999997,27
"9242",1410671732,21,3.52,0
"9242",1410687401,35,1.1399999999999999,21
"9242",1411148833,50,1.5,46
"9242",1411460242,38,1.8700000000000001,6
"9242",1411495172,12,3.3700000000000001,3
"9242",1411514650,33,2.0099999999999998,43
"9242",1411543501,33,1.0600000000000001,38
"9242",1411587676,29,2.2000000000000002,14
"9242",1411644092,28,1.9099999999999999,34
"9242",1411676511,35,1.1399999999999999,27
"9242",1411961988,41,1.05,23
"9242",1411966493,21,1.3100000000000001,40
"9242",1411977797,26,1.3200000000000001,20
"9242",1411994230,21,1.3100000000000001,25
"7319",1409571062,23,2.73,43
"7319",1410315272,18,1.8700000000000001,0
"7319",1410467282,42,3.3999999999999999,42
"7319",1410610501,44,3.29,21
"7319",1410642772,39,1.5700000000000001,49
"7319",1411322195,22,2.25,31
"2379",1409571553,17,1.01,9
"2379",1410186855,12,1.03,23
"6714",1409571639,13,2.2599999999999998,47
"6714",1410000500,10,1.3700000000000001,0
"6714",1410185517,4,1.3899999999999999,0
"6714",1410643374,42,2.5499999999999998,33
"6714",1411294429,31,3.46,18
"6714",1411303399,29,1.2,30
"6714",1411943022,13,2.23,43
"7364",1409571707,20,2.52,0
"7364",1409576665,4,1.3600000000000001,20
"7364",1410233358,43,1.8799999999999999,21
"7364",1412041322,48,1.54,42
"7364",1412116210,15,2.04,26
"731",1409571860,10,1.73,28
"731",1410226736,48,1.55,22
"731",1410632342,15,1.4399999999999999,46
"731",1410980228,29,1.3300000000000001,48
"731",1411152484,5,1.1200000000000001,15
"731",1411446333,8,1.1499999999999999,23
"9568",1409572032,42,1.52,45
"9568",1409609029,8,2.02,42
"9568",1411787880,9,2.3500000000000001,0
"9568",1411804888,24,1.1299999999999999,8
"5973",1409572042,20,2.52,3
"5973",1410932830,32,2.79,1
"5973",1410968461,29,1.3300000000000001,3
"5973",1411182323,13,2.6699999999999999,0
"5973",1411235548,46,1.0700000000000001,42
"5973",1411239492,26,3.1099999999999999,45
"5973",1411431348,34,1.24,0
"5973",1411432757,38,1.8700000000000001,33
"5973",1411624072,19,1.8700000000000001,9
"5973",1411665249,23,2.4700000000000002,21
"5973",1411914325,21,2.02,20
"4538",1409572159,7,2.3199999999999998,7
"7909",1409572196,4,1.3600000000000001,9
"7909",1411210315,11,1.9199999999999999,25
"7909",1411225702,40,1.3600000000000001,10
"7909",1411294499,29,1.2,0
"7909",1411303699,52,1.05,36
"5350",1409572360,28,1.4299999999999999,10
"5984",1409572362,40,2.3900000000000001,22
"5984",1409607174,17,1.01,40
"5984",1411033372,8,1.3899999999999999,0
"5984",1411173734,6,2.73,0
"5984",1411232315,4,1.52,10
"5984",1411236651,39,1.26,3
"3449",1409572485,40,2.3900000000000001,24
"3449",1409603059,25,1.52,49
"3449",1409810582,12,2.27,0
"3449",1409813031,31,1.05,12
"3449",1410170472,38,2.5099999999999998,32
"3449",1410412978,44,1.55,0
"3449",1410465628,3,2.75,40
"3449",1410661087,45,1.1399999999999999,43
"3449",1410671115,26,1.2,45
"3449",1411377602,8,1.8300000000000001,16
"3449",1411381987,51,2.6499999999999999,7
"4508",1409572585,5,4.5800000000000001,16
"4508",1409652032,33,3.75,0
"4508",1410265833,10,1.1799999999999999,0
"4508",1410915827,14,1.6200000000000001,0
"4508",1410958519,38,2.7799999999999998,49
"4508",1410978359,41,2.0099999999999998,23
"4508",1410992866,44,1.25,40
"4508",1411092217,6,2.3799999999999999,25
"4508",1411111122,41,1.9199999999999999,31
"4508",1411432576,22,3.73,0
"4508",1411560268,29,2.2000000000000002,27
"4508",1411580887,3,1.04,33
"8338",1409572837,46,1.4099999999999999,13
"8338",1410175812,42,1.46,6
"8338",1410223694,2,1.46,0
"1462",1409572979,21,2.8500000000000001,0
"7079",1409572990,8,2.02,0
"7079",1411222819,21,1.1299999999999999,28
"5919",1409573093,17,1.01,0
"2028",1409573100,17,1.01,40
"2028",1409847222,4,1.0600000000000001,20
"9938",1409573141,28,1.4299999999999999,0
"9938",1410300291,49,1.2,29
"7291",1409573173,17,1.01,30
"7291",1409711499,32,1.01,15
"7291",1409733400,27,1.3,26
"7291",1410382766,44,3.0099999999999998,38
"7291",1410598866,11,1.02,49
"7291",1410617905,14,1.8899999999999999,41
"7291",1411282183,43,1.28,30
"9830",1409573213,8,2.02,50
"9830",1409599168,40,2.3900000000000001,49
"9830",1409601623,4,1.3600000000000001,40
"9830",1409978469,28,2.46,43
"9830",1410695237,36,2.8799999999999999,6
"9830",1410757854,35,2.0600000000000001,14
"9830",1411025365,13,1.51,0
"9830",1411061889,15,1.25,25
"9830",1411074392,13,1.51,21
"9830",1411091938,39,1.24,0
"9830",1411151414,29,1.47,29
"9830",1411361101,13,3.5699999999999998,35
"9830",1411375734,8,1.8300000000000001,12
"9830",1411409432,11,1.1200000000000001,7
"9830",1411989853,45,3.23,25
"9830",1412009743,35,5.0999999999999996,28
"4268",1409573235,46,1.4099999999999999,42
"4268",1409617546,45,1.0700000000000001,0
"4268",1410435394,12,1.22,24
"4268",1411078949,39,3.1299999999999999,0
"4268",1411136228,12,2.7200000000000002,12
"4268",1411281683,49,2,0
"4268",1411309983,39,1.1100000000000001,42
"4268",1412082090,28,3.48,32
"858",1409573302,19,1.5,24
"858",1410402353,16,2.25,0
"9503",1409573568,4,1.3600000000000001,8
"9503",1410113202,15,1.8100000000000001,41
"9503",1410132579,8,1.3600000000000001,28
"9503",1410261253,49,1.2,12
"9503",1410663943,41,1.1200000000000001,0
"9503",1410797682,12,1.28,27
"9503",1411266749,16,1.05,14
"9503",1411723051,5,1.3500000000000001,49
"9863",1409573574,46,1.4099999999999999,23
"9863",1409651247,29,2.8300000000000001,26
"9863",1409668257,9,4.6600000000000001,29
"9863",1409878251,26,2.25,0
"9863",1409894203,43,1.1499999999999999,24
"9863",1410057592,6,1.0700000000000001,7
"9863",1410070246,24,2.0600000000000001,42
"9863",1410072722,47,1.99,24
"9863",1410438932,2,1.4299999999999999,4
"9863",1410450987,39,1.8899999999999999,5
"9863",1410522214,12,3.1600000000000001,26
"9863",1410535922,49,1.04,38
"9863",1410559119,25,3.9100000000000001,21
"9863",1411086708,16,1.03,43
"9863",1411118108,39,1.24,4
"9863",1411165693,21,1.6200000000000001,1
"9863",1411229702,34,1.23,41
"9863",1411236629,5,1.29,33
"9863",1411532439,43,2.27,20
"9863",1411584666,46,1.1899999999999999,5
"9863",1411990445,32,3.6400000000000001,20
"8475",1409573601,36,3.4900000000000002,43
"8475",1409604958,1,3.0600000000000001,43
"8475",1409932288,49,3.1200000000000001,18
"8475",1410232467,8,1.1000000000000001,0
"8475",1410259051,4,2.2000000000000002,4
"8475",1411427371,48,1.1200000000000001,32
"8475",1411453272,8,1.1499999999999999,0
"8475",1411647032,19,1.8700000000000001,10
"8475",1411659863,15,1.6200000000000001,18
"8475",1411688941,47,1.02,14
"8475",1411865495,12,1.9199999999999999,0
"8475",1411941378,22,3.71,22
"8475",1411957789,4,1.1499999999999999,6
"8475",1412022015,29,1.4399999999999999,31
"8475",1412025620,28,3.71,28
"9653",1409573648,42,1.52,44
"9653",1409604974,46,1.4099999999999999,30
"9653",1409611250,11,2.79,10
"9653",1409612763,20,2.52,11
"9653",1409676658,4,1.9399999999999999,33
"9653",1409912161,26,2.25,40
"9653",1409926542,27,2.5,26
"9653",1409926847,9,2.8300000000000001,27
"9653",1409988413,22,3.1699999999999999,42
"9653",1410005545,35,2.6299999999999999,22
"9653",1410007250,41,1.02,35
"9653",1410023111,43,3.29,14
"9653",1410037882,17,2.1099999999999999,41
"9653",1410150009,34,2.3199999999999998,28
"9653",1410389700,45,2.46,48
"9653",1410689391,19,2.3900000000000001,15
"9653",1410717195,47,1.5900000000000001,18
"9653",1410732988,44,2.2000000000000002,47
"9653",1410740905,4,1.05,0
"9653",1410752940,4,1.05,40
"9653",1410767012,20,2.9300000000000002,3
"9653",1410989479,26,2.8999999999999999,20
"9653",1410993895,35,2.6600000000000001,25
"9653",1411031608,15,1.25,0
"9653",1411040957,41,1.5,30
"9653",1411046099,39,3.1299999999999999,40
"9653",1411365640,10,1.6100000000000001,0
"9653",1411675494,50,1.3600000000000001,15
"9653",1411685654,15,1.6200000000000001,39
"9653",1411711704,26,3.9300000000000002,3
"9653",1411988244,17,1.21,14
"6279",1409573729,42,1.52,36
"6279",1409852797,15,3.0099999999999998,30
"6279",1411272382,36,1.3400000000000001,0
"6279",1411313981,39,1.1100000000000001,25
"5431",1409573797,4,1.3600000000000001,43
"5431",1409968070,42,1.98,0
"5431",1410007157,16,1.1499999999999999,42
"5431",1410012641,37,1.6699999999999999,16
"5431",1410218923,36,1.77,6
"5431",1410350715,8,1.23,0
"5431",1410863897,30,1.6499999999999999,29
"5431",1410934043,13,1.22,0
"5431",1411358678,33,1.4199999999999999,23
"5431",1411374817,52,4.04,25
"9718",1409573934,22,1.26,31
"9718",1409671481,31,3.3799999999999999,3
"9718",1410063970,6,1.0700000000000001,0
"9718",1410090186,30,2.48,17
"9718",1410516758,16,1.74,40
"9718",1410587958,39,1.5700000000000001,22
"9718",1410593746,19,1.5900000000000001,41
"9718",1410651660,11,1.02,18
"9718",1410792608,3,1.1200000000000001,40
"9718",1411212667,34,1.23,22
"9718",1411219629,50,3.0499999999999998,37
"7661",1409573999,22,1.26,32
"7661",1409698232,31,3.3799999999999999,46
"7661",1410044819,41,1.02,38
"7661",1410070700,40,1.78,4
"7661",1410086969,45,1.1000000000000001,48
"7661",1410153544,12,1.03,0
"7661",1410190596,30,1.6100000000000001,32
"7661",1410206603,49,3.0299999999999998,30
"7661",1410235215,2,1.46,0
"7661",1410273899,8,1.1000000000000001,49
"7661",1410304939,29,1.75,12
"7661",1410427689,32,1.4199999999999999,39
"7661",1410625074,14,1.8899999999999999,25
"7661",1410698360,5,4.2199999999999998,9
"7661",1411306760,3,2.8700000000000001,22
"7337",1409574081,34,2.4399999999999999,0
"7337",1409682021,22,2.1400000000000001,49
"7337",1410003866,41,1.02,23
"7337",1410395478,6,1.5700000000000001,30
"6970",1409574337,46,1.4099999999999999,30
"6970",1409584746,38,2.4100000000000001,46
"6970",1410405517,40,1.79,0
"6970",1410578087,20,1.8899999999999999,1
"6970",1410596516,37,1.6299999999999999,20
"6970",1411428738,14,1.03,2
"6244",1409574636,22,1.26,36
"6244",1410101097,47,1.99,14
"6244",1410231908,2,1.46,0
"6244",1410239731,43,1.8799999999999999,2
"6244",1410259521,12,1.4199999999999999,43
"6244",1410292367,17,1.27,2
"3463",1409574802,7,2.3199999999999998,13
"3463",1409871977,20,2.52,44
"3463",1410351650,49,1.1699999999999999,36
"3463",1410359566,17,3.3100000000000001,49
"3463",1410391725,27,1.9299999999999999,9
"3463",1410558886,29,2.3900000000000001,24
"3463",1410787710,32,1.9099999999999999,28
"3463",1410838163,11,2.5299999999999998,0
"3463",1411209685,40,1.3600000000000001,36
"3463",1411726366,21,1.25,47
"8811",1409574820,10,1.73,26
"8811",1409577225,2,2.9199999999999999,10
"8811",1410706273,18,2,11
"8811",1411204478,34,1.23,35
"8811",1411248470,40,1.3600000000000001,33
"8811",1411249615,7,2.9700000000000002,39
"8811",1412036254,30,1.1799999999999999,0
"2360",1409574990,46,1.4099999999999999,29
"2360",1411090081,16,1.03,0
"2360",1411835754,42,1.5,18
"9499",1409575042,25,1.52,50
"9499",1409582997,17,1.01,25
"9499",1409596831,35,1.46,17
"9499",1411006069,8,1.3899999999999999,0
"9499",1411069801,30,2.0099999999999998,33
"9499",1411374918,6,1.23,5
"9499",1411408158,26,2.6299999999999999,5
"3320",1409575198,28,1.4299999999999999,32
"3320",1409580296,30,3.2000000000000002,28
"3320",1409585659,16,2.8999999999999999,30
"3320",1409900140,14,2.4100000000000001,0
"3320",1409940065,46,1.0700000000000001,13
"3320",1409947970,1,2.4500000000000002,46
"3320",1411095338,41,1.9199999999999999,42
"3320",1411687437,36,2.0600000000000001,19
"4466",1409575453,34,2.4399999999999999,5
"4466",1409985411,5,2.1400000000000001,12
"4466",1410042348,50,1.55,14
"4466",1410891890,12,1.22,46
"4466",1411350768,43,1.3700000000000001,0
"4466",1411352135,12,1.96,42
"4466",1411412103,33,1.4199999999999999,41
"4466",1411518386,9,2.71,31
"4466",1411533265,39,2.3900000000000001,8
"4466",1411710861,28,2.1000000000000001,49
"4466",1411746023,6,1.27,45
"3249",1409575466,46,1.4099999999999999,38
"3249",1409613848,13,2.2599999999999998,45
"3249",1409716847,27,1.3,0
"3249",1409728669,7,1.73,27
"3249",1409766668,34,2.77,15
"3249",1409780799,39,1.49,19
"3249",1410118665,37,1.3700000000000001,42
"3249",1410670550,4,1.6200000000000001,0
"3249",1411035226,23,3.8700000000000001,41
"4827",1409575554,4,1.3600000000000001,20
"4827",1409604706,34,2.4399999999999999,28
"4827",1409988680,11,1.98,39
"4827",1410387480,16,1.3,44
"4827",1410773527,3,1.1200000000000001,41
"4827",1411781454,20,1.25,26
"4827",1411968129,3,1.0700000000000001,16
"125",1409575690,34,2.4399999999999999,16
"125",1409687277,22,2.1400000000000001,44
"125",1410143724,47,1.3600000000000001,23
"125",1410152708,2,1.8799999999999999,47
"125",1410184722,4,1.3899999999999999,1
"125",1411361275,8,1.8300000000000001,21
"125",1411373754,11,1.1200000000000001,11
"125",1411424653,19,2.27,37
"6862",1409576001,17,1.01,18
"6862",1409596766,4,1.3600000000000001,17
"8906",1409576014,17,1.01,23
"8906",1410096007,6,1.0700000000000001,25
"8906",1410277599,4,2.2000000000000002,15
"8906",1411681231,15,1.6200000000000001,44
"1704",1409576152,17,1.01,9
"1704",1409622740,4,1.9399999999999999,0
"1704",1411990652,50,1.21,0
"7455",1409576278,13,2.2599999999999998,27
"7455",1409947798,19,1.45,18
"7455",1410749092,3,1.1200000000000001,0
"7455",1410775145,31,1.54,11
"7455",1410941393,12,2.0600000000000001,1
"7455",1410974227,29,1.3300000000000001,1
"7455",1410987951,19,1.48,13
"7455",1411557233,3,1.04,23
"7455",1411951392,17,1.21,35
"7455",1412030512,17,1.21,11
"1453",1409576372,4,1.3600000000000001,0
"1453",1410403176,41,1.6699999999999999,0
"1453",1410468418,5,1.1499999999999999,13
"1453",1410747122,4,1.05,0
"1453",1411771023,17,1.9399999999999999,0
"4095",1409576635,17,1.01,0
"4095",1409938231,44,1.8600000000000001,24
"4095",1410138276,36,1.77,0
"4095",1410406006,1,1.05,18
"4095",1410621128,19,1.5900000000000001,41
"4095",1410629190,43,2.4300000000000002,44
