float-col,integer-col,string-col,extra-string-col,extra-integer-col
14.72,9166,Jacobs,Bonnie,Colombia
52.05,8434,James,Andrea,China
35.62,3046,Wallace,Martha,Indonesia
64.28,6578,Lopez,Lori,Ukraine
35.69,9735,Burton,Ruby,Portugal
66.88,2522,Jordan,Janice,Libya
41.65,7702,Jenkins,John,Portugal
29.39,7367,Meyer,Rachel,Portugal
35.48,6479,Montgomery,Joan,Argentina
67.36,6961,Nguyen,Russell,Tanzania
83.74,9918,Davis,Walter,Albania
94.97,567,Payne,Carlos,Czech Republic
96.83,5851,Reid,Antonio,China
74.16,5912,Nelson,Carol,Indonesia
69.71,314,Kim,Jerry,Central African Republic
16.32,6798,Henderson,Marie,Sweden
11.26,3846,Porter,Virginia,Portugal
58.54,188,Morris,Chris,Portugal
27.55,747,Hernandez,Richard,Norway
50.12,8502,Patterson,Kenneth,Indonesia
36.28,4557,Edwards,Paul,Czech Republic
48.25,4623,Reynolds,Joseph,Portugal
99.85,2704,Bowman,Diane,Honduras
80.42,4339,Long,Carl,China
80.05,1545,Gray,Melissa,China
88.37,3629,Brooks,Annie,Portugal
36.89,7506,Barnes,Alan,China
20.85,9736,James,Gregory,Portugal
98.58,6294,Oliver,Jean,Portugal
44.66,922,Thompson,Amanda,Portugal
70.04,8424,Austin,Mildred,South Africa
16.27,1969,Howard,Steven,Indonesia
15.13,4924,Mccoy,Ernest,Portugal
13.92,4711,Carpenter,Juan,China
80.47,3808,Riley,Andrew,Czech Republic
21.34,6991,Larson,Matthew,Syria
87.54,941,Ortiz,Joe,Ukraine
93.14,7360,Ward,Doris,China
81.23,9225,Welch,Janet,Poland
36.46,9130,Torres,Roger,Norway
28.1,6846,Hicks,Louis,Greece
98.49,7416,Spencer,Andrew,Malta
72.84,8303,Murphy,Brian,Japan
4.6,2236,Mcdonald,Carl,Sweden
77.31,9038,Phillips,Martin,Philippines
85.69,4364,Alexander,Roger,China
2.43,9767,Romero,Victor,Ireland
84.45,2566,Sanchez,Lillian,Portugal
53.53,8353,Stanley,Denise,China
65.43,7801,Fernandez,Earl,Portugal
71.17,1979,Sanders,Teresa,Portugal
61.52,6046,Bell,Marie,Portugal
10.4,6393,Ruiz,Ann,Belarus
69.65,8309,Fowler,James,Portugal
6.11,6162,Hernandez,Rebecca,Indonesia
81.1,9049,Garrett,Keith,Portugal
93.62,6593,Lawson,Richard,Portugal
15.38,1614,Martinez,Carlos,Portugal
21.51,4165,Robinson,Todd,China
41.68,6418,Greene,Shawn,Philippines
91.08,8916,Carpenter,Gloria,Russia
89.63,814,Hernandez,Todd,China
37.77,7487,Brooks,Roy,Indonesia
37.25,5675,Hayes,Stephanie,Brazil
43.82,3504,Jordan,Jack,Portugal
62.3,8203,Evans,Jonathan,China
83.48,987,Gutierrez,Steve,China
81.67,8588,Rose,Donna,United States
99.33,924,Burns,Gerald,Ukraine
55.68,3069,Bell,Nancy,Vietnam
1.68,9601,Hunt,Jason,China
7,8650,Wagner,John,Denmark
7.16,1781,Hall,Ashley,China
62.38,449,Evans,Lori,Portugal
61.82,9235,Banks,Amanda,Cyprus
66.87,8324,Carroll,Antonio,Portugal
10.11,7562,Young,Steve,Poland
63.83,5518,Garcia,Shirley,Bangladesh
66.76,3317,Bell,Stephen,China
42.02,6101,Ortiz,Ryan,Brazil
62.32,6736,Johnston,Wanda,Vietnam
72.47,7177,Dunn,Kimberly,Russia
31.24,6289,Payne,Betty,Portugal
92.42,4356,Woods,Jack,Portugal
19.98,9128,Nguyen,Willie,Indonesia
29.44,287,Peterson,Phyllis,Indonesia
97.64,88,Watson,Dennis,China
63.43,7962,Harris,Andrea,Portugal
82.67,3417,Carter,Andrea,Portugal
8.56,3312,Murphy,George,Japan
66.82,982,Hawkins,Wayne,Indonesia
75.06,6051,Bryant,Diana,Ukraine
71.58,967,Castillo,Eugene,Indonesia
77.94,7377,Franklin,Lois,France
49.82,2315,Fields,John,Japan
47.29,5642,Hansen,Joe,Mongolia
24.58,4289,Reynolds,Jesse,Suriname
66.08,7712,Howard,Katherine,Portugal
58.65,908,Cooper,Jeremy,Macedonia
62.48,5038,Dixon,Matthew,Portugal
50.4,8156,Banks,Joseph,Indonesia
84.46,802,Hamilton,Kimberly,Portugal
54.76,3028,Thompson,Sara,Portugal
46.38,1231,Garza,Gloria,Portugal
75.68,5878,Moreno,Howard,Philippines
94.4,7180,Adams,Steve,Indonesia
76.66,3708,Thomas,Brian,Canada
57.65,6706,Kelley,Judy,Indonesia
27.58,5004,Moreno,Kevin,Finland
69.63,6009,Roberts,Stephen,Japan
49.55,658,Fox,William,United States
64.45,2902,Pierce,Jimmy,Thailand
61.36,9839,Graham,Gregory,France
97.88,9005,Sanders,George,Portugal
60.73,651,Gardner,Karen,Portugal
39.04,4683,Ray,Michelle,Portugal
80.8,6669,Carroll,Walter,Portugal
75.05,884,Murray,Eric,Portugal
72.87,5639,Morgan,Martha,Portugal
86.12,791,Bryant,Judith,China
23.55,9579,Hudson,Sara,Portugal
15.68,8844,Murray,William,Indonesia
77.52,1958,Daniels,Ralph,Sweden
55.64,3072,Wells,Louis,Ukraine
59.44,4859,Hughes,Alice,Norway
79.54,908,Medina,Laura,Portugal
36.31,4330,Thomas,Ralph,Portugal
95.38,824,Frazier,Andrea,China
35.89,3345,Andrews,George,Russia
97.06,2970,Cole,Kelly,Portugal
13.55,5837,Taylor,Aaron,Indonesia
98.67,9392,Myers,Rose,Poland
83.36,6639,Edwards,Kenneth,Honduras
4,636,Porter,Alan,Vietnam
25.81,6503,Murray,Justin,Portugal
44.07,2047,Moore,Nancy,Finland
88.47,8440,Berry,Teresa,Philippines
79.39,9488,Taylor,Mary,Portugal
33.25,9244,Ellis,Adam,Democratic Republic of the Congo
23.28,8759,Ford,Andrew,Albania
3.52,532,Mills,George,Guatemala
76.78,5292,Hamilton,Kathleen,Portugal
77.16,8429,Miller,Kathleen,China
5.6,8855,Matthews,Dorothy,Portugal
81.8,652,Long,Marie,Portugal
72.46,896,Diaz,Julia,Portugal
83.22,5736,Campbell,Rose,Indonesia
62.31,6268,Schmidt,Joyce,Indonesia
62.95,6301,Hawkins,Harry,China
92.09,4253,Nelson,Debra,Guinea
37.09,3184,Coleman,Sean,China
30.52,8924,Alvarez,Susan,Portugal
20.68,8637,Little,Rebecca,Portugal
66.92,6725,Bell,Juan,Indonesia
97.84,3924,Green,Ralph,Portugal
58.73,4882,Gomez,Douglas,Albania
95.75,2410,Ray,Andrea,Portugal
20.78,7346,Rivera,Joyce,Portugal
19.81,7121,Webb,Jerry,Mexico
8.61,7712,Wright,Diana,Vietnam
34.02,6910,Cox,Brandon,Honduras
26.54,4508,Cruz,Mildred,Russia
71.6,2501,Robinson,Wanda,Greece
71.65,342,Hughes,Rebecca,United States
18.82,9147,Davis,Gregory,China
4.73,1836,Robertson,Henry,Portugal
4.63,1398,Young,Paul,Portugal
10.98,7910,King,Evelyn,Germany
70.88,4249,Woods,Patricia,Nigeria
89.29,7726,Weaver,Carolyn,Russia
8.94,1956,Castillo,Shirley,Portugal
25.91,560,George,Adam,France
3.27,4467,Reid,Betty,United Kingdom
11.9,6215,Bailey,Gloria,Azerbaijan
94.84,2570,Wagner,Roy,China
58.77,414,Ross,Charles,Portugal
24.79,9588,Hamilton,Carlos,Indonesia
20.96,8492,Bell,Clarence,Indonesia
52.6,1995,Ramos,Rebecca,Finland
9.83,6307,Diaz,Alice,South Africa
40.7,7880,Stanley,Roy,China
19.34,2618,Tucker,Jean,France
4.4,2135,Wallace,Jonathan,Sweden
75.61,7291,Dunn,Jonathan,United States
62.34,9726,Day,Philip,Portugal
13.81,8840,Peters,Kathleen,China
47.22,4990,Olson,Martin,Philippines
39.53,1326,Dean,Teresa,Portugal
36.51,7922,Porter,Sandra,Indonesia
10.68,1236,Lewis,Jimmy,Portugal
50.2,3403,Riley,Benjamin,China
65.3,3652,Morrison,Jerry,Philippines
13.48,5769,Perkins,Eric,Bangladesh
2.11,8250,Wilson,Brandon,Finland
47.19,3212,Evans,Catherine,Indonesia
91.33,8735,Olson,Alan,Philippines
87.84,9399,Collins,Linda,Portugal
78.01,4651,Diaz,Anna,Portugal
52.7,54,Kennedy,Denise,Ireland
84.91,755,Day,Jeffrey,Costa Rica
44.68,6580,Ellis,Randy,Venezuela
44.58,1125,Washington,George,France
26.65,260,Anderson,Jennifer,Bosnia and Herzegovina
66.48,7104,Willis,Julia,United States
81.99,9049,Thompson,Carolyn,Thailand
48.27,8946,Parker,Marie,Uruguay
32.9,777,Weaver,Janet,Russia
54.23,8526,Jacobs,Mark,Mexico
4.62,3312,Harris,Anna,Portugal
77.78,1037,Robertson,Lois,Colombia
72.15,7910,Meyer,Heather,China
86.59,6460,Jenkins,John,China
18.99,1976,Adams,Teresa,France
23.73,5365,Gilbert,Lori,Portugal
53.05,8953,Payne,Ruby,China
27.21,8000,Cruz,Andrew,Czech Republic
48.31,627,Ford,Marie,Philippines
8.21,9086,Castillo,Laura,Czech Republic
93.56,1450,Fernandez,Judith,Philippines
21.4,734,Little,Carol,Portugal
72.66,3069,Garcia,Anna,Portugal
23.88,5575,Grant,Carlos,China
34.35,4028,Oliver,Robert,United States
9.5,5989,Gonzales,Bonnie,China
94.85,7454,Williamson,Stephen,China
78.63,3133,Gordon,Jane,Portugal
76.46,9582,Castillo,Jeffrey,Portugal
88.03,3994,Price,George,Albania
12.68,7802,Ellis,Ernest,China
23.38,4901,Bryant,Amanda,Russia
10.79,328,Fox,Albert,Germany
99.04,4071,Garza,Michael,Philippines
57.12,6408,Sims,Roger,Argentina
56.99,2582,Andrews,Jacqueline,Portugal
89.65,9738,Burns,Mark,Philippines
43.74,5541,Watson,Adam,United States
53.49,4429,Tucker,Earl,Brazil
81.17,8361,Payne,Roger,Portugal
52.3,8485,Carroll,Ernest,Russia
69.83,2637,Reed,Jacqueline,Cuba
50.73,8400,Ramos,Edward,Canada
97.4,9982,Ramos,Lois,Sweden
99.84,9548,Duncan,Randy,Colombia
64.26,2069,Coleman,Denise,Russia
32.95,1601,Palmer,Anna,Portugal
89.1,7136,George,Bonnie,Macedonia
82.05,5832,Turner,Brandon,Portugal
97.21,7165,Elliott,Frances,Mexico
26.68,506,Phillips,Brenda,China
38.1,2821,Morrison,Cynthia,Russia
23.08,2477,Payne,Tina,Portugal
82.24,7827,Lane,Marie,China
6.3,4918,Wood,Patricia,Portugal
7.97,1576,Mitchell,Shirley,Indonesia
20.75,6008,Hughes,Rebecca,Portugal
12.56,1781,Vasquez,James,Japan
85.87,8980,Day,Katherine,Portugal
38.46,7885,Perry,Robin,Thailand
86.87,6916,Hart,Jimmy,Portugal
10.79,3360,Lopez,Barbara,Brazil
68.06,9851,Lawrence,Todd,Mali
68.63,7240,Stone,Sandra,South Africa
21.2,6568,Sanders,Christopher,Portugal
58.4,664,Barnes,Judith,Canada
59.54,3415,Barnes,Heather,Paraguay
53.79,6534,Schmidt,Edward,Finland
5.51,6348,Hall,Terry,Canada
60.06,1575,Willis,Rose,Guatemala
94.85,9935,Carr,Wanda,Albania
52.57,435,Woods,Sandra,China
32.57,707,Moore,Rachel,Bosnia and Herzegovina
37.63,1929,Lee,Ralph,United States
80.34,7515,Lawson,Deborah,Portugal
16.59,8369,Pierce,Roy,Portugal
55.22,2336,Banks,Ronald,China
24.55,6499,Roberts,Louise,Portugal
45.15,6762,Medina,Aaron,Russia
87.43,6486,Mcdonald,Gary,Burundi
81.74,4260,Campbell,Benjamin,Norway
97.88,631,Thomas,Mark,Serbia
30.43,9804,Gomez,Howard,Portugal
43.22,5521,Taylor,Virginia,Mexico
15.95,6582,Gibson,Nicholas,Russia
77.13,5452,Kelley,Fred,Russia
12.69,3218,Turner,Gregory,Czech Republic
60.46,6107,Watkins,Amy,Mexico
71.41,8885,Vasquez,Harold,Portugal
74.93,998,Williams,Brandon,Philippines
3.42,7801,Dixon,Samuel,Mongolia
18.22,5882,Brown,Frances,Nigeria
85.88,5668,Welch,Raymond,Portugal
7.02,3544,Coleman,Howard,China
47.01,4305,Ramirez,Stephen,Portugal
94.33,2362,Burns,Frank,Brazil
18.96,2518,Gilbert,Catherine,China
9.24,2108,Green,Gregory,China
92.22,6581,Kelley,Lawrence,Portugal
82.39,5873,Greene,Anne,Russia
78.76,8845,Johnson,Linda,China
57.06,158,Duncan,Sandra,China
96.45,9094,Hart,Bobby,Honduras
4.05,1992,Kelley,Adam,Slovenia
83.27,8159,Grant,Christopher,Portugal
12.98,8480,Cunningham,Betty,Indonesia
41.69,9828,Wheeler,Peter,Russia
48.7,7088,Cole,Gregory,Portugal
18.88,4986,Rodriguez,Antonio,Thailand
69.04,5460,Robertson,Gerald,Portugal
78.61,4555,Diaz,Rebecca,Ukraine
90.86,5071,Sullivan,Carol,China
18.62,5328,Fields,Kenneth,Finland
36.45,5589,Robertson,Theresa,China
23.67,1393,Parker,Robin,Sweden
14.91,8492,Jacobs,Shawn,China
81.87,9700,Cruz,Johnny,Philippines
11.02,7240,Dunn,Raymond,China
62.92,7415,Wells,Sean,Russia
72.68,639,Gardner,Paul,Brazil
6.8,3747,Torres,Paula,Indonesia
45.98,1993,Simpson,Sharon,Indonesia
7.63,909,Castillo,Tammy,France
25.05,4607,Burns,Angela,Indonesia
46.36,3794,Hayes,Randy,Indonesia
57.47,9963,Edwards,Judy,Russia
25,1212,Garza,Keith,Russia
47.77,8593,Hunter,Juan,Portugal
31.66,6044,Bell,Annie,Portugal
83.68,9797,Dixon,Andrew,Sweden
50.3,8301,Duncan,Ernest,Nigeria
98.45,4010,Ray,Amy,Portugal
65.36,9760,Johnston,Andrea,Portugal
25.53,2374,Gardner,Donald,Portugal
89.96,2008,Jackson,Brian,Russia
19.74,4890,Harper,Randy,Guatemala
86.54,3925,Thompson,Wayne,Afghanistan
48.13,7642,Williamson,Jack,Serbia
91.71,2647,Wilson,Joe,China
81.22,1313,Gutierrez,Steve,Philippines
1.49,2869,Fuller,Barbara,China
34.09,9860,Campbell,Sarah,Italy
41.33,7929,Rose,Martha,Indonesia
66.76,685,Olson,Gregory,Portugal
76.14,377,Fisher,Andrew,Portugal
74.39,1129,Ryan,Anna,Portugal
99.96,469,Smith,Judith,Brazil
23.91,1576,Moreno,Jesse,Czech Republic
94.21,2912,Gilbert,Phyllis,Indonesia
86.23,2007,Howard,George,Philippines
39.57,5859,Parker,Kelly,Ukraine
40.69,7573,Gray,Susan,France
52.94,2406,Ortiz,Joe,Portugal
40.63,7557,Cole,Martin,Bulgaria
92.66,8371,Gibson,Victor,Thailand
96.61,5167,Hill,Daniel,Portugal
91.74,3533,Mills,Sean,Portugal
9.69,3649,Collins,Stephen,China
37.76,6617,Robertson,Linda,Portugal
30.05,4039,Greene,Clarence,Greece
42.7,2499,Murray,Wayne,Poland
91.85,5257,Green,Jeremy,Brazil
83.04,4685,Armstrong,Gerald,Comoros
32.02,1519,Gray,Gary,China
60.99,990,Scott,Eugene,China
27.87,9614,Jordan,Jose,Russia
75.37,7007,Harrison,Nicole,China
77.14,2370,Wright,Michelle,Indonesia
82.28,2671,Hicks,Juan,Russia
41.12,2408,Henry,Jesse,China
42.19,238,Simmons,Steven,Portugal
80.69,7905,Fernandez,Edward,Portugal
42.84,3795,Alexander,Jerry,China
11.98,4709,Chavez,Benjamin,Portugal
12.07,7839,Fowler,Albert,Colombia
89.62,9529,Rose,Louis,Portugal
4.16,9429,Harrison,Joseph,France
52.59,9459,Tucker,Arthur,Indonesia
19.27,3456,Washington,Adam,Bulgaria
89.39,1165,Martin,Joan,Poland
6.11,6042,Harvey,Peter,China
8.24,1828,Hernandez,Ronald,Portugal
70.23,3967,Henry,Marilyn,Portugal
66.67,5493,Watson,Lillian,Portugal
94.73,2954,Mitchell,Carolyn,Portugal
2.55,3273,Nichols,Linda,Croatia
71.91,3793,Jackson,Paul,Bolivia
65.11,3781,Jordan,Brenda,Portugal
32.89,4228,Olson,Sean,Sweden
49.12,6601,Porter,Benjamin,Portugal
7.88,9134,Webb,Carol,China
94.44,633,Murphy,Gloria,United States
28.43,1783,Williamson,Christine,China
92,2374,Mason,Mary,China
42.37,7699,Ramos,Anne,Portugal
71.08,1317,Weaver,Louis,Indonesia
16.72,36,Harris,Ralph,China
2.73,6732,Morales,John,Portugal
78.7,6511,Allen,Dennis,Portugal
34.36,2679,Thompson,Jean,Portugal
54,8624,Nichols,Thomas,Nigeria
27.19,3700,Butler,Ryan,China
63.61,7003,Johnson,Peter,China
8.65,752,Sims,Victor,China
70.29,5165,Sims,Steven,Portugal
17.9,7232,Coleman,Samuel,Portugal
86.08,6326,Stephens,Martha,China
55.32,6975,Fuller,Roy,Canada
35.98,358,Graham,Jessica,Vietnam
98.79,3634,Austin,Evelyn,Indonesia
49.74,8303,Hunter,Norma,China
83.91,3002,Larson,Denise,China
8.28,1862,Dunn,Sharon,Portugal
31.86,2598,Stephens,Shirley,China
25.3,5527,Green,Margaret,Portugal
10.62,7066,Allen,Billy,Bulgaria
85.15,533,Kelly,Kenneth,Albania
98.39,9936,Hernandez,Robert,Ukraine
85.57,3729,Dixon,Bobby,Spain
84.19,2042,Cruz,Phillip,Ukraine
74.18,9219,Richards,Martha,Latvia
43.07,4425,Patterson,William,Portugal
76.6,6720,Williams,Edward,Philippines
18.64,7250,Jones,Mildred,Portugal
86.13,9072,Cruz,Terry,France
49.51,6399,Fernandez,Sandra,Argentina
91.87,1430,Stephens,Janet,Portugal
78.27,6878,Davis,Katherine,Portugal
56.95,5959,Stone,Carlos,Portugal
24.59,4103,Perry,Keith,Sweden
98.12,6936,Arnold,Arthur,Vietnam
7.88,4551,Harvey,Nancy,China
73.36,3164,Griffin,Frank,Mayotte
38.72,2020,Roberts,Carl,Ghana
98.13,6697,Harrison,Jack,Portugal
18.39,5532,Wallace,Alice,Indonesia
97.81,7163,Walker,Frances,United States
32.36,1197,Kim,Arthur,Armenia
66.78,4230,Brooks,Judy,Russia
37.63,2840,Miller,Kathleen,Philippines
83.42,7827,Gilbert,Kenneth,France
32.57,1186,Franklin,Ruth,China
37.64,3982,Tucker,Catherine,China
20.82,3840,Wagner,Earl,Poland
83.78,2817,Freeman,Jeffrey,Portugal
87.75,7610,Patterson,Christina,Portugal
10.19,3157,Jordan,Steven,France
86.34,6447,Burke,Susan,Portugal
41.56,8559,George,Maria,China
61.06,5183,Richards,Matthew,Portugal
47.77,1451,Armstrong,Christina,Albania
66.84,2947,Hicks,Diane,China
66.06,5340,Miller,Brandon,Portugal
89.17,5181,Fowler,Joyce,Peru
72.85,9627,Martinez,Lawrence,China
75,9709,Stone,Diana,Macedonia
89.45,4986,Little,Lawrence,China
4.15,894,Peters,Steven,China
87.6,5389,Gomez,Carol,Indonesia
73,2259,Martin,Samuel,Portugal
47.48,5658,Olson,Fred,United States
61.64,2128,Rodriguez,Antonio,Portugal
98.8,8293,Hughes,Mark,Vietnam
24.92,7542,Hart,Elizabeth,Indonesia
47.44,9996,Williams,Kathleen,Bosnia and Herzegovina
28.67,8829,Gonzales,Judith,China
96.49,3295,Dunn,James,China
56.02,4775,Mitchell,Juan,Russia
61.2,1887,Carpenter,Stephanie,Portugal
36.88,9256,Hughes,Judith,Ukraine
48.85,6036,Perry,Annie,Portugal
47.43,9961,Little,Andrew,Poland
32.07,6714,Chavez,Louis,Sweden
31.34,4626,Ortiz,Walter,Philippines
84.91,8584,Sims,Angela,Indonesia
86.14,8591,Chavez,Joyce,Ukraine
24.25,6833,Ellis,Peter,Canada
39.32,9697,Austin,Aaron,Philippines
15.95,8359,Franklin,Ashley,Serbia
95.68,9481,Thompson,Phyllis,Syria
36.01,406,Wright,Michael,Kenya
18.19,7820,Webb,Charles,Japan
86.15,8028,Nguyen,Judy,Czech Republic
23.07,1109,Gardner,Evelyn,Portugal
73.08,8212,Perez,Jonathan,Poland
23.39,5861,Porter,Marie,Nigeria
96.46,9022,Jordan,Walter,Macedonia
48.13,7639,Collins,Richard,Dominican Republic
81.15,931,Snyder,Karen,Portugal
60.44,1168,Flores,Julie,Sweden
91.24,4821,Mason,Anthony,Portugal
90.4,4995,Dean,Robin,Peru
65.27,3628,Garcia,Harry,Brazil
26.19,1813,Carter,Julie,France
22.31,4692,Reed,Terry,Czech Republic
47.84,2999,Bailey,Frances,South Africa
15.04,8992,Hall,Steve,Portugal
28.42,7512,Dunn,Andrea,China
7.75,9732,Alexander,Doris,Portugal
80.29,9240,Burke,Lois,Indonesia
86.5,2680,Gibson,Paula,Poland
1.94,7968,Ramirez,Kimberly,Spain
89.92,9500,Stone,Judith,Portugal
50.36,7912,Lopez,Joan,Portugal
31.25,850,Moreno,Betty,China
44.71,371,Gomez,Billy,Russia
65.61,3892,Fernandez,Randy,Portugal
16.95,3993,Thomas,Jean,Morocco
31,8640,Hamilton,Virginia,China
11.27,9135,Foster,Diana,Czech Republic
48.42,7726,Wells,Jonathan,Indonesia
87.09,3221,Walker,Ronald,Portugal
47.15,394,Ford,Melissa,Japan
62.14,7055,Carroll,Kathleen,Philippines
32.41,7918,Flores,Joe,Mexico
96.89,3119,Wright,Raymond,Poland
44.78,3807,Clark,Phillip,Indonesia
5.07,9184,Henry,Lisa,Portugal
33.86,9083,Armstrong,George,Portugal
73.63,8549,Jenkins,Robert,Greece
12.49,2396,Duncan,Craig,South Africa
6.97,9238,Wright,Eric,Azerbaijan
91.1,2320,Flores,Lois,Portugal
5.2,8945,Owens,Wanda,Greece
31.47,4460,Stephens,Alan,Croatia
65.09,2437,Gonzales,Lisa,Indonesia
43.25,9316,Thompson,Marie,Portugal
95.72,1175,Perez,Louis,Pakistan
32.24,2182,Perkins,Nancy,Portugal
6.37,1584,Powell,Anna,China
28.2,8681,Gomez,Joyce,Portugal
27.53,7797,Reid,Martin,China
73.82,8838,Clark,Karen,Portugal
58.61,2817,Hawkins,Virginia,Czech Republic
23.08,5689,Pierce,Judy,Hungary
6.55,6736,Frazier,Chris,Portugal
8.6,4502,Medina,Willie,Indonesia
9.73,1553,Morris,Ryan,China
36.61,807,Gonzalez,Donald,Portugal
97.61,8739,Wood,Richard,Philippines
48.35,6570,Austin,George,Portugal
34.78,2497,Jones,Gerald,Tanzania
98.71,2523,Oliver,Ruth,Brazil
60.12,4729,Medina,Mildred,Sweden
4.97,6459,Weaver,Emily,France
38.41,3867,Ruiz,Craig,Portugal
77.39,2999,Holmes,Henry,Albania
88.31,5014,Fields,Harry,China
44.43,4703,Morris,Christine,China
34.41,3863,Perry,Ernest,Portugal
42.6,5268,Matthews,Sandra,Portugal
16.58,6382,Marshall,Jeffrey,Azerbaijan
80.02,6906,Morales,Robert,Indonesia
11.69,7292,Hawkins,Tammy,Poland
68.5,2338,Fields,Elizabeth,Portugal
89.37,1258,Martinez,Bruce,Greece
58.43,7551,Hicks,Tina,Thailand
4.36,9527,Rice,Terry,Portugal
39.5,4717,James,James,Portugal
88.77,2224,Patterson,Julia,Portugal
67.18,5519,Watkins,Joshua,Togo
31.91,6807,Kelley,Andrea,Sweden
19.98,2942,Webb,Alice,Portugal
11.78,2012,Bowman,Cheryl,Philippines
19.16,8510,Stewart,Carolyn,Marshall Islands
93.52,4238,Lawrence,Jeffrey,Macedonia
15.94,2940,Martin,Gary,Indonesia
55.18,1663,Payne,Janet,France
4.41,1109,Grant,Brenda,China
47.91,6774,Ford,Mark,Portugal
92.74,1857,Bennett,Willie,Portugal
5.05,7784,Moreno,Shawn,Portugal
7.16,4239,Williamson,Chris,Peru
48.96,8866,Carr,Amy,Greece
70.96,3321,Morrison,Michelle,Indonesia
37.23,7990,Hicks,Diana,Indonesia
13.01,4402,Mason,Christopher,Russia
67.19,708,Morrison,Todd,Sweden
85.04,9013,Morgan,Rose,Portugal
43.17,2909,Baker,Rebecca,Bulgaria
65.21,3956,Lopez,Laura,Argentina
98.29,8703,Gomez,Nicholas,Chile
40.59,8099,Mitchell,Kimberly,Portugal
51.19,365,Daniels,Anna,Israel
57.79,2858,Jordan,Angela,Greece
59.88,547,Alvarez,Craig,Pakistan
48.45,563,Fox,Diana,China
49.33,6796,Willis,Martin,Egypt
18.06,795,Bradley,Nicole,Zimbabwe
12.03,6400,Taylor,Katherine,Thailand
51.51,7924,Hart,Ann,Indonesia
73.14,8799,Bowman,Karen,Argentina
43.26,3721,Parker,Irene,Portugal
91.99,2491,Reyes,Kelly,Afghanistan
57.87,1349,Sanders,Harold,United States
4.29,837,Ramirez,Terry,Chile
23.59,2442,Davis,Christine,China
65.18,2281,Powell,Rebecca,Portugal
3.71,6388,Bradley,Martin,Mexico
64.13,3692,Campbell,Joe,China
83.85,4550,Cox,Judith,Poland
67.57,7981,Mitchell,Doris,North Korea
41.89,9911,Bennett,Alan,Portugal
11.08,3519,Fisher,Paula,Indonesia
59.2,6240,Grant,Julia,China
11.85,8935,Mendoza,Kenneth,Indonesia
91.63,8710,Ramirez,Sharon,China
7.72,5136,Price,Fred,Portugal
73.67,2138,Howell,Irene,Portugal
61.23,6939,Long,Scott,Russia
50.08,5619,Wells,Christina,China
3.05,1446,Rose,Michael,France
95.64,9796,Harper,Brandon,Philippines
18.51,320,Burke,Lillian,Poland
29.85,5550,Bennett,Sharon,Philippines
20.4,3148,Patterson,Gary,Saudi Arabia
87.02,1198,Henry,Wanda,Syria
72.55,9823,Johnston,Alice,China
43.02,6063,Banks,Kathy,Netherlands
32.76,4959,Howell,Larry,Brazil
13.31,6757,Gibson,Annie,Portugal
54.38,8624,Larson,Raymond,Macedonia
50.04,3840,Gibson,Antonio,Zambia
6.53,656,George,Jose,Portugal
97.31,6519,Freeman,Joseph,Japan
84.74,1349,Nelson,Gerald,Portugal
52.38,5577,Mills,Bruce,Philippines
25.81,9087,Anderson,Donna,Albania
73.87,7094,Andrews,Robin,Venezuela
99.96,4950,Patterson,Johnny,Portugal
64.77,4847,Harrison,Judith,China
41.88,4574,Ramos,Eugene,China
69.94,9433,Edwards,Victor,China
66.78,1806,Allen,Michael,Germany
64.17,2558,Scott,Debra,Portugal
63.3,3926,Murphy,Larry,United States
58.77,4151,Lopez,Michael,Portugal
52.38,5897,Foster,Kenneth,Thailand
98.36,5309,Cox,Andrea,Poland
64.83,9657,Gordon,Irene,Portugal
1.03,8246,Johnston,Rose,Russia
5.96,8726,Hayes,Denise,Brazil
93.01,9657,Greene,Marie,Portugal
1.16,2493,Jenkins,Kathryn,Peru
97.35,5466,Berry,Virginia,China
48.95,7571,Payne,Willie,Portugal
67.35,1977,Jordan,Nancy,Hungary
23.06,20,Bryant,Jack,Indonesia
80.17,9239,Griffin,Angela,Canada
41.4,7620,Cruz,Jonathan,Indonesia
51.28,4131,Lane,Heather,United States
54.6,5971,Ford,Julia,China
36.78,8808,Lewis,Sarah,Portugal
26.91,9004,Graham,Bobby,Norway
95.01,6578,Ward,Angela,Brunei
62.5,1445,Johnson,Johnny,Russia
85.11,9747,Sullivan,Daniel,France
36.08,9075,Williams,Joan,Honduras
74.44,1361,Banks,Lisa,Portugal
63.08,2813,Gonzalez,Jessica,Russia
76.45,6462,Coleman,Philip,Portugal
84.02,9727,Watkins,Joshua,Colombia
69.39,7165,Wilson,Kathy,Guatemala
88.84,2494,Diaz,Debra,China
94.08,7600,Austin,Randy,Sweden
59.05,8228,Rogers,Teresa,Indonesia
91.97,1004,Gomez,Roy,Kenya
14.41,8199,Long,Maria,Israel
95.43,331,Greene,Wanda,China
30.86,1281,Williamson,Nicholas,Russia
98.57,1378,Franklin,Dennis,Czech Republic
50.2,1558,King,William,China
5.07,2715,Harris,Lois,Canada
5.03,2382,Medina,Lillian,United States
11.9,6408,Day,Kelly,Indonesia
19.35,4251,Banks,Albert,Tunisia
96.88,3792,Price,Tammy,China
13.2,7613,Hansen,Scott,Thailand
50.93,3565,Ferguson,Willie,Indonesia
91.38,1482,Hunter,Virginia,Portugal
